Depth_modeled,PAR_modeled,Light_measured,PAR_modeled_mean_1_20m,Light_measured_mean_1_20m,Kd_modeled_1_20m,Kd_measured_1_20m,Fluo_measured_mean_1_20m,Tag_ID,Profile,Satellite,N_VALID_PIXELS,CV_RRS,CV_KD490,CV_PAR,SolarAlt,Lat,Lon,Bathy,DOY
50.0,1.8391,3.1068489277392466,15.031652631578948,20.736459351215192,0.0831107306727975,0.0774058081218215,1.0862355298143096,ct157-F116-20,1,SUOMI_NPP,19,0.0349841571791814,0.0209143608808517,0.0003364357689861,38.905661736599235,-48.7066,69.83,-111.52909851074219,12
55.0,1.2664,2.1308024652197592,15.031652631578948,20.736459351215192,0.0831107306727975,0.0774058081218215,1.0862355298143096,ct157-F116-20,1,SUOMI_NPP,19,0.0349841571791814,0.0209143608808517,0.0003364357689861,38.905661736599235,-48.7066,69.83,-111.52909851074219,12
60.0,0.8756,1.4768603102994569,15.031652631578948,20.736459351215192,0.0831107306727975,0.0774058081218215,1.0862355298143096,ct157-F116-20,1,SUOMI_NPP,19,0.0349841571791814,0.0209143608808517,0.0003364357689861,38.905661736599235,-48.7066,69.83,-111.52909851074219,12
65.0,0.5679,1.0246218106378604,15.031652631578948,20.736459351215192,0.0831107306727975,0.0774058081218215,1.0862355298143096,ct157-F116-20,1,SUOMI_NPP,19,0.0349841571791814,0.0209143608808517,0.0003364357689861,38.905661736599235,-48.7066,69.83,-111.52909851074219,12
70.0,0.4476,0.7185295213145169,15.031652631578948,20.736459351215192,0.0831107306727975,0.0774058081218215,1.0862355298143096,ct157-F116-20,1,SUOMI_NPP,19,0.0349841571791814,0.0209143608808517,0.0003364357689861,38.905661736599235,-48.7066,69.83,-111.52909851074219,12
75.0,0.2985,0.5208007858902014,15.031652631578948,20.736459351215192,0.0831107306727975,0.0774058081218215,1.0862355298143096,ct157-F116-20,1,SUOMI_NPP,19,0.0349841571791814,0.0209143608808517,0.0003364357689861,38.905661736599235,-48.7066,69.83,-111.52909851074219,12
80.0,0.2075,0.378348712509123,15.031652631578948,20.736459351215192,0.0831107306727975,0.0774058081218215,1.0862355298143096,ct157-F116-20,1,SUOMI_NPP,19,0.0349841571791814,0.0209143608808517,0.0003364357689861,38.905661736599235,-48.7066,69.83,-111.52909851074219,12
85.0,0.1478,0.25905954991779434,15.031652631578948,20.736459351215192,0.0831107306727975,0.0774058081218215,1.0862355298143096,ct157-F116-20,1,SUOMI_NPP,19,0.0349841571791814,0.0209143608808517,0.0003364357689861,38.905661736599235,-48.7066,69.83,-111.52909851074219,12
90.0,0.0988,0.16939727316981612,15.031652631578948,20.736459351215192,0.0831107306727975,0.0774058081218215,1.0862355298143096,ct157-F116-20,1,SUOMI_NPP,19,0.0349841571791814,0.0209143608808517,0.0003364357689861,38.905661736599235,-48.7066,69.83,-111.52909851074219,12
95.0,0.0765,0.11252821842190948,15.031652631578948,20.736459351215192,0.0831107306727975,0.0774058081218215,1.0862355298143096,ct157-F116-20,1,SUOMI_NPP,19,0.0349841571791814,0.0209143608808517,0.0003364357689861,38.905661736599235,-48.7066,69.83,-111.52909851074219,12
100.0,0.052,0.07466862216015237,15.031652631578948,20.736459351215192,0.0831107306727975,0.0774058081218215,1.0862355298143096,ct157-F116-20,1,SUOMI_NPP,19,0.0349841571791814,0.0209143608808517,0.0003364357689861,38.905661736599235,-48.7066,69.83,-111.52909851074219,12
105.0,0.0378,0.0480197247080513,15.031652631578948,20.736459351215192,0.0831107306727975,0.0774058081218215,1.0862355298143096,ct157-F116-20,1,SUOMI_NPP,19,0.0349841571791814,0.0209143608808517,0.0003364357689861,38.905661736599235,-48.7066,69.83,-111.52909851074219,12
110.0,0.0267,0.029167739800211485,15.031652631578948,20.736459351215192,0.0831107306727975,0.0774058081218215,1.0862355298143096,ct157-F116-20,1,SUOMI_NPP,19,0.0349841571791814,0.0209143608808517,0.0003364357689861,38.905661736599235,-48.7066,69.83,-111.52909851074219,12
115.0,0.0222,0.01681810393660097,15.031652631578948,20.736459351215192,0.0831107306727975,0.0774058081218215,1.0862355298143096,ct157-F116-20,1,SUOMI_NPP,19,0.0349841571791814,0.0209143608808517,0.0003364357689861,38.905661736599235,-48.7066,69.83,-111.52909851074219,12
120.0,0.014,0.009575182579501827,15.031652631578948,20.736459351215192,0.0831107306727975,0.0774058081218215,1.0862355298143096,ct157-F116-20,1,SUOMI_NPP,19,0.0349841571791814,0.0209143608808517,0.0003364357689861,38.905661736599235,-48.7066,69.83,-111.52909851074219,12
125.0,0.0133,0.00530604227477091,15.031652631578948,20.736459351215192,0.0831107306727975,0.0774058081218215,1.0862355298143096,ct157-F116-20,1,SUOMI_NPP,19,0.0349841571791814,0.0209143608808517,0.0003364357689861,38.905661736599235,-48.7066,69.83,-111.52909851074219,12
130.0,0.0102,0.0027627675710568196,15.031652631578948,20.736459351215192,0.0831107306727975,0.0774058081218215,1.0862355298143096,ct157-F116-20,1,SUOMI_NPP,19,0.0349841571791814,0.0209143608808517,0.0003364357689861,38.905661736599235,-48.7066,69.83,-111.52909851074219,12
135.0,0.0085,0.0014263239352515378,15.031652631578948,20.736459351215192,0.0831107306727975,0.0774058081218215,1.0862355298143096,ct157-F116-20,1,SUOMI_NPP,19,0.0349841571791814,0.0209143608808517,0.0003364357689861,38.905661736599235,-48.7066,69.83,-111.52909851074219,12
140.0,0.007,,15.031652631578948,20.736459351215192,0.0831107306727975,0.0774058081218215,1.0862355298143096,ct157-F116-20,1,SUOMI_NPP,19,0.0349841571791814,0.0209143608808517,0.0003364357689861,38.905661736599235,-48.7066,69.83,-111.52909851074219,12
145.0,0.0056,,15.031652631578948,20.736459351215192,0.0831107306727975,0.0774058081218215,1.0862355298143096,ct157-F116-20,1,SUOMI_NPP,19,0.0349841571791814,0.0209143608808517,0.0003364357689861,38.905661736599235,-48.7066,69.83,-111.52909851074219,12
150.0,0.0048,,15.031652631578948,20.736459351215192,0.0831107306727975,0.0774058081218215,1.0862355298143096,ct157-F116-20,1,SUOMI_NPP,19,0.0349841571791814,0.0209143608808517,0.0003364357689861,38.905661736599235,-48.7066,69.83,-111.52909851074219,12
