SEALTAG_NC_FILE,TAG_ID,PROFILE_NUM,RRS412,RRS443,RRS490,RRS555,RRS670,KD490,PAR,SATELLITE,N_VALID_PIXELS,CV_RRS,CV_KD490,CV_PAR
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,82,0.001263430075986,0.0017888583242893,0.0018897141729082,0.0056025726454598,0.0021708581064428,4.546159744262695,33.997398376464844,AQUA,7,0.2239610976609742,0.4306716024875641,0.0045618065632879
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,81,0.0044810008257627,0.0035430006682872,0.0035615004599094,0.0036080004647374,0.0006315000355243,0.1600571423768997,33.68857192993164,SUOMI_NPP,4,0.0502265170657146,0.1453319936990738,0.0001896629109978
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,81,0.0047516673803329,0.0043363335231939,0.0040746678908665,0.0054430005451043,0.0013326667249202,0.2544999718666076,33.53739929199219,SUOMI_NPP,6,0.0731380101041143,0.319675475358963,0.0002066665183519
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,81,-0.0018226659546295,0.0006166671713193,0.0018300004303455,0.0045546671996514,0.0017096679657697,2.174879789352417,33.350799560546875,SUOMI_NPP,6,0.0791619083330507,0.5809915065765381,0.0001424066867912
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,81,0.0065271433975015,0.0052511441920484,0.0048737153410911,0.0042982867785862,0.00098257245762,0.2019000053405761,33.77519989013672,NOAA_20,7,0.1448318265334436,0.5340917706489563,0.0004112975148018
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,81,0.0059870918366042,0.0049256374212828,0.0048881826752966,0.0044400004500692,0.0008361827243458,0.1554615348577499,33.585384368896484,NOAA_20,11,0.0442501606491842,0.3020858466625213,0.0001959509390871
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,81,0.0028105724070753,0.0033760012260505,0.0043142863682338,0.0044834294489451,0.0010651435170854,0.2161000072956085,33.52739715576172,NOAA_20,7,0.0983890893514398,0.3757957518100738,0.0004464243538677
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,81,0.0043012008070945,0.0022500004619359,0.0027332004159688,0.0031998004764318,0.0004362009465694,0.3132500052452087,34.11349868774414,AQUA,10,0.1234454754949565,0.6606102585792542,0.0016057816101238
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,81,0.0050626670320828,0.0035466675957043,0.0036980000634988,0.005250667532285,0.0013186670839786,0.3073599934577942,33.95199966430664,AQUA,3,0.031935251088121,0.1007420718669891,0.0001118009531637
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,81,0.0015157792303297,0.0019648898806836,0.0020660004682011,0.0064015566474861,0.0024744454357359,4.787261486053467,33.95061492919922,AQUA,9,0.1596461098535372,0.3876900672912597,0.0038451529107987
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,87,0.0069556677093108,0.0064640007913112,0.0053203341861565,0.0029440013070901,0.0004523346821467,0.0691111087799072,31.675777435302734,SUOMI_NPP,6,0.0681130035859023,0.0387803092598915,0.0066318619064986
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,87,0.010037999600172,0.0078379996120929,0.0059409998357295,0.002445999532938,0.0004170015454292,0.0527999997138977,31.814998626708984,NOAA_20,2,0.0152022863827229,0.0303030144423246,3.141444904031232e-05
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,87,0.0093860009478198,0.0062462232179111,0.0046042228738466,0.0018508902026547,0.0002213339838716,0.0499833337962627,32.41166305541992,AQUA,9,0.0896989212254734,0.0989532694220542,0.0094314226880669
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,364,0.0080291123853789,0.0059882232712374,0.0038437789513005,0.0023873344891601,0.0004464458260271,0.0849272683262825,9.594725608825684,NOAA_20,9,0.0932638202000729,0.1062095686793327,0.0044673639349639
/Volumes/Data/Work/SEALTAGS/Prydz/FLUO_LIGHT/PROCESSED/NC/ct157-F118-20_all_prof_PROCESSED.nc,ct157-F118-20,366,0.0091060008853673,0.0070949997752904,0.007056999951601,0.0037400014698505,0.0002750009298324,0.0716999992728233,9.898998260498049,AQUA,2,0.020043717280139,0.0181310977786779,0.007576601114124
